"","id","author","date","title","category","city","country"
"37",151901,"ipso sante","2017-11-26T13:29:21Z","Developpeur Fullstack Django at ipso sante (Paris, France)","django;jquery;postgresql;html;python","PARIS","FRANCE"
"38",156352,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:08:50Z","Backend DevOps Engineer (Java) (m/f) in Hamburg at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","java;docker;amazonwebservices;maven;elasticsearch","HAMBURG","GERMANY"
"39",160762,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:07:25Z","Systems Administrator (m/f) with specialisation on Atlassian software at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","jira;amazonwebservices;webservices;bamboo;bitbucket","HAMBURG","GERMANY"
"40",160763,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:07:13Z","Systems Administrator (m/f) with specialisation on user management at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","webservices;cloud;okta;sysadmin","HAMBURG","GERMANY"
"41",161278,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:07:02Z","Engineering Lead (m/w) for leading e-hailing app in Europe (Hamburg) at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","agile;android","HAMBURG","GERMANY"
"42",161292,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:06:37Z","Senior Software Quality Engineer (m/f) for e-hailing app in Europe (Hamburg) at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","reactjs;testing;qa;junit;cucumber","HAMBURG","GERMANY"
"43",155461,"LEMON LEARNING","2017-11-21T11:17:03Z","Stage - Développer Full Stack web at LEMON LEARNING (Paris, France)","php;javascript;mongodb;jquery","PARIS","FRANCE"
"44",147207,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:09:17Z","Senior Java Developer (m/f) wanted for e-hailing app in Europe (Barcelona) at mytaxi (Intelligent Apps GmbH) (Barcelona, Spain)","java;spring;hibernate;amazonwebservices;docker","BARCELONA","SPAIN"
"45",161279,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:06:48Z","Senior Frontend Developer (m/f) for leading e-hailing app in Europe (Barcelona) at mytaxi (Intelligent Apps GmbH) (Barcelona, Spain)","html;clojure;webpack;redux","BARCELONA","SPAIN"
"46",161510,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:06:26Z","Frontend Chapter Lead (m/f) for leading e-hailing app in Europe (Barcelona) at mytaxi (Intelligent Apps GmbH) (Barcelona, Spain)","reactjs;javascript;angularjs;redux;css","BARCELONA","SPAIN"
"47",161977,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:06:16Z","Senior QA Automation Engineer (m/f) Barcelona at mytaxi (Intelligent Apps GmbH) (Barcelona, Spain)","testing;qa","BARCELONA","SPAIN"
"48",162079,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:06:05Z","Backend Chapter Lead (Java) (m/f) for leading e-hailing app in Europe(Barcelona) at mytaxi (Intelligent Apps GmbH) (Barcelona, Spain)","java;amazonwebservices;springboot;docker;kubernetes","BARCELONA","SPAIN"
"49",156066,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:09:05Z","Java Developer (m/f) wanted for leading e-hailing app in Europe (Berlin) at mytaxi (Intelligent Apps GmbH) (Berlin, Germany)","java;spring;hibernate;amazonwebservices;docker","BERLIN","GERMANY"
"50",158589,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:08:23Z","DevOps Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)","linux;devops;amazonwebservices;docker;jenkins","BERLIN","DEUTSCHLAND"
"51",160490,"Nokia","2017-11-28T15:03:56Z","Ingénieur 5G Test & Validation at Nokia (Nozay, France)","python;testing;validation;robotframework","NOZAY","FRANCE"
"52",154437,"LEMON LEARNING","2017-11-12T14:32:10Z","CTO / Directeur technique - Stack JS/Laravel at LEMON LEARNING (Paris, France)","php;javascript;jquery;laravel","PARIS","FRANCE"
"53",154299,"ADNEOM","2017-11-11T16:17:52Z","Ingénieur C#/.NET at ADNEOM (Paris, France)","c;net;c;wpf;winforms","PARIS","FRANCE"
"54",154271,"Interparfums","2017-11-11T14:37:08Z","Administrateur Systemes et Réseaux h/f at Interparfums (Paris, France)","sql;windows;vmware;nagios;sysadmin","PARIS","FRANCE"
"55",153942,"Dassault Systèmes","2017-11-07T15:02:33Z","Data Scientist Junior - EXALEAD at Dassault Systèmes (Paris-8E-Arrondissement, France)","java;cassandra;opentsdb;timeseries;apachesparkml","PARIS-8E-ARRONDISSEMENT","FRANCE"
"56",152822,"PARROT FAURECIA AUTOMOTIVE","2017-11-26T08:57:09Z","Ingénieur confirmé en systèmes embarqués Linux C/C++ - (H/F) at PARROT FAURECIA AUTOMOTIVE (Paris, France)","android;c;c;linux;git","PARIS","FRANCE"
"57",152820,"PARROT FAURECIA AUTOMOTIVE","2017-11-26T08:49:28Z","Ingénieur confirmé en développement Java/Androïd (H/F) at PARROT FAURECIA AUTOMOTIVE (Paris, France)","java;android;linux","PARIS","FRANCE"
"58",151858,"Cloudreach","2017-11-15T14:13:07Z","Cloud System Developer (Azure, AWS, Google) at Cloudreach (Paris, France)","amazonwebservices;azure;python;kubernetes;sysadmin","PARIS","FRANCE"
"59",139725,"AODocs","2017-11-09T21:37:46Z","Développeur Javascript extensions Chrome at AODocs (Paris, France)","javascript;googlechrome;googlechromeextension;googledrivesdk","PARIS","FRANCE"
"60",151145,"Capsule Technologie / Qualcomm Life","2017-11-08T13:17:12Z","Senior Développeur ALM at Capsule Technologie / Qualcomm Life (Paris-13E-Arrondissement, France)","alm;agile;sharepoint;tfs","PARIS-13E-ARRONDISSEMENT","FRANCE"
"61",162207,"adidas Group","2017-12-01T14:41:34Z","Software Engineer QA at adidas Group (Herzogenaurach, Germany)","agile;java;sql;selenium;amazonwebservices","HERZOGENAURACH","GERMANY"
"62",162205,"Spacehive","2017-12-01T14:28:13Z","Front-end Developer | Start-up | Central London | React | Up to £45,000 at Spacehive (London, UK)","reactjs;javascript;c;jest;enzyme","LONDON","UK"
"63",150035,"Sêmeia","2017-11-25T16:21:54Z","Dév' Swift client et serveur at Sêmeia (Paris, France)","swift;ios;objectivec;emberjs;cocoa","PARIS","FRANCE"
"64",149234,"onepoint","2017-11-18T13:46:07Z","Développeur at onepoint (Paris, France)","c;php;python;frontend;backend","PARIS","FRANCE"
"65",149232,"onepoint","2017-11-18T13:43:55Z","Architecte Solutions, Architecte dentreprise ou Architecte applicatif at onepoint (Paris, France)","api;cloud;togaf;archimate;innovation","PARIS","FRANCE"
"66",148930,"CarBoat Media","2017-11-16T11:08:42Z","Développeur PHP H/F at CarBoat Media (Paris, France)","php;symfony;sql;shell;rest","PARIS","FRANCE"
"67",148133,"Ivalua","2017-11-09T12:20:28Z","Ingénieur R&D C# /ASP.NET/SQL SERVER - H/F at Ivalua (Paris, France)","c;sqlserver;aspnet","PARIS","FRANCE"
"68",160801,"moovel Group GmbH","2017-12-01T10:46:42Z","Backend Developer (f/m) at moovel Group GmbH (Hamburg, Deutschland)","nodejs;java;publickey;amazonwebservices;microservices","HAMBURG","DEUTSCHLAND"
"69",126728,"SFEIR","2017-11-14T15:44:10Z","Développeur Backend (H/F) at SFEIR (Neuilly-sur-Seine, France)","go;docker;java;net","NEUILLY-SUR-SEINE","FRANCE"
"70",147459,"Itelios","2017-11-02T14:04:22Z","(Lead) Dev JS back dans le e-commerce at Itelios (Paris, France)","javascript;nodejs;git;bitbucket","PARIS","FRANCE"
"71",147344,"Capsule Technologie","2017-11-27T09:28:05Z","Senior Full-Stack Engineer at Capsule Technologie (Paris-13E-Arrondissement, France)","c;c;javascript;net;angularjs","PARIS-13E-ARRONDISSEMENT","FRANCE"
"72",147343,"Capsule Technologie","2017-11-27T09:16:43Z","Senior C++ Engineer at Capsule Technologie (Paris-13E-Arrondissement, France)","c;c;c;javascript;c","PARIS-13E-ARRONDISSEMENT","FRANCE"
"73",146627,"VIDEOMUSEUM","2017-11-19T15:37:29Z","Chef de Projet fonctionnel et technique confirmé at VIDEOMUSEUM (Paris, France)","elasticsearch;mysql;json;xml;csv","PARIS","FRANCE"
"74",126835,"Groupe ABC arbitrage","2017-11-11T13:58:35Z","Développeur confirmé .NET - C# (H/F) at Groupe ABC arbitrage (Paris, France)","c;net;cqrs;soa;messaging","PARIS","FRANCE"
"75",114146,"SFEIR","2017-11-03T07:46:23Z","Développeur Frontend (H/F) at SFEIR (Neuilly-sur-Seine, France)","angularjs;nodejs;reactjs;polymer","NEUILLY-SUR-SEINE","FRANCE"
"76",160831,"FineTune Learning","2017-12-01T13:35:29Z","QA Automation (hiptest, nightwatchjs, selenium, gherkin, python) at FineTune Learning (Boston, MA) (allows remote)","reactjs;redux;responsive;jmeter;selenium","BOSTON","MA"
"77",162206,"EVVA Sicherheitstechnologie GmbH","2017-12-01T14:34:43Z","Firmware-Entwickler für Mechatronik (m/w) at EVVA Sicherheitstechnologie GmbH (Wien, Österreich)","c;c;agile","WIEN","ÖSTERREICH"
"78",143075,"ELCIMAI Informatique","2017-11-11T08:58:22Z","Ingénieur études et développement .NET c# H/F at ELCIMAI Informatique (Paris, France) (allows remote)","c;net;aspnet","PARIS","FRANCE"
"79",141464,"OXALIDE","2017-11-24T08:04:29Z","Architecte devops at OXALIDE (Paris, France) (allows remote)","amazonwebservices;jenkins;terraform;capistrano;docker","PARIS","FRANCE"
"80",141274,"Ullink","2017-11-21T06:56:21Z","Java Developer - Financial Markets at Ullink (Paris, France)","oop;java;scala;apachefelix;eclipse","PARIS","FRANCE"
"81",140870,"Sublime Skinz","2017-11-15T17:49:53Z","Ingénieur Dev Fullstack (PHP/JS) at Sublime Skinz (Paris, France)","php;laravel;javascript;mysql;symfony","PARIS","FRANCE"
"82",140869,"Sublime Skinz","2017-11-15T17:29:01Z","Sys Ops Confirmé / devops at Sublime Skinz (Paris, France)","amazonwebservices;redis;mariadb;postgresql;docker;sysadmin","PARIS","FRANCE"
"83",140583,"Sublime Skinz","2017-11-15T17:14:27Z","Lead développeur Full Stack PHP / JS / AWS at Sublime Skinz (Paris, France)","laravel;javascript;amazonwebservices;php;symfony","PARIS","FRANCE"
"84",147757,"Klee Group","2017-11-03T15:48:43Z","Ingénieur études et développement at Klee Group (Le Plessis-Robinson, France)","nodejs;java;net;php;html","LE PLESSIS-ROBINSON","FRANCE"
"85",140088,"ManoMano","2017-11-06T16:02:51Z","Développeur Front at ManoMano (Paris, France)","javascript;reactjs","PARIS","FRANCE"
"86",140060,"Vente-privee.com","2017-11-06T13:17:52Z","Architecte software H/F at Vente-privee.com (Saint-Denis, France)","c;net;architecture;sql;oop","SAINT-DENIS","FRANCE"
"87",162204,"Dojo Madness GmbH","2017-12-01T14:24:20Z","Backend Developer (Java) at Dojo Madness GmbH (Berlin, Germany)","java;go;webservices;javascript;javaee","BERLIN","GERMANY"
"88",139397,"ManoMano","2017-11-29T16:35:27Z","Développeur Backend PHP at ManoMano (Paris, France)","php;symfony","PARIS","FRANCE"
"89",138994,"Deezer","2017-11-24T08:15:53Z","Senior Backend Engineer at Deezer (Paris, France)","php;mysql;symfony","PARIS","FRANCE"
"90",138992,"Deezer","2017-11-24T07:51:05Z","Web Engineer - Open Platform Team at Deezer (Paris, France)","php;javascript","PARIS","FRANCE"
"91",137733,"TREPIA","2017-11-09T16:16:44Z","Développeur Symfony 2 & 3 at TREPIA (Paris, France)","symfony;php;agile","PARIS","FRANCE"
"92",136558,"Wemanity","2017-11-25T13:56:05Z","Développeur Front-End Angular JS at Wemanity (Paris, France)","angularjs;javascript","PARIS","FRANCE"
"93",162201,"MIA Systems & Software GmbH","2017-12-01T13:58:36Z","C# Entwickler (w/m) at MIA Systems & Software GmbH (Mäder, Austria) (allows remote)","c;net;xamarin;uml;wcf","MÄDER","AUSTRIA"
"94",156804,"autobiz","2017-11-05T10:26:18Z","Data Analyst at autobiz (Suresnes, France)","pythonx;jupyternotebook;mysql;pandas;scikitlearn","SURESNES","FRANCE"
"95",156802,"autobiz","2017-11-05T10:18:29Z","Data Scientist at autobiz (Suresnes, France)","pythonx;jupyternotebook;mysql;pandas;scikitlearn","SURESNES","FRANCE"
"96",162202,"Academic Work Germany GmbH","2017-12-01T14:08:08Z","(Junior) IT / IoT Service- und Projektmanager (m/w) mit Linux Skills at Academic Work Germany GmbH (Tangstedt, Germany)","linux;bash;perl","TANGSTEDT","GERMANY"
"97",134956,"alterway","2017-11-05T13:01:35Z","Ingénieur Consultant DévOps at alterway (Paris, France)","linux;docker;git;ansible;javascript","PARIS","FRANCE"
"98",132731,"Vente-privee.com","2017-11-09T10:03:45Z","Développeur React / React Native H/F at Vente-privee.com (Paris, France)","javascript;reactnative;reactjs;go;frontend","PARIS","FRANCE"
"99",118556,"One Logic","2017-11-20T15:59:00Z","Développeur Rockstar Java  Paris  CDI  50-55K at One Logic (Puteaux, France)","java;angularjs;hibernate;spring;oracle","PUTEAUX","FRANCE"
"100",162200,"Thermondo GmbH","2017-12-01T13:56:51Z","Teamlead Systemadministration (m/w) at Thermondo GmbH (Berlin, Deutschland)","windows;macos;googlechrome;sysadmin","BERLIN","DEUTSCHLAND"
"101",162197,"Swiss International Air Lines","2017-12-01T13:24:12Z","Application Architect (80-100%) at Swiss International Air Lines (Kloten, Schweiz)","architecture;analysis","KLOTEN","SCHWEIZ"
"102",162194,"VONQ","2017-12-01T12:54:46Z","Salesforce Consultant (Junior/Medior) at VONQ (Rotterdam, Netherlands)","continuousintegration;salesforce;pardot","ROTTERDAM","NETHERLANDS"
"103",140924,"KDS","2017-11-16T09:42:33Z","Software Engineer C# / Javascript at KDS (Issy-les-Moulineaux, France)","c;javascript;backbonejs;net;twitterbootstrap","ISSY-LES-MOULINEAUX","FRANCE"
"104",162203,"Amer Sports Digital (Suunto, SportsTracker & More)","2017-12-01T14:14:07Z","Software Lead - Device Development Team at Amer Sports Digital (Suunto, SportsTracker & More) (Vantaa, Finland)","lead;c;oop","VANTAA","FINLAND"
"105",162193,"Support Robotics","2017-12-01T12:40:04Z","Software Developer at Support Robotics (Cambridge, UK)","java;mobile;nodejs;c","CAMBRIDGE","UK"
"106",162150,"OANDA","2017-12-01T14:38:53Z","Java Developer Who Loves To Learn at OANDA (Toronto, ON, Canada)","java;c;python","TORONTO","ON"
"107",147443,"Societe Generale","2017-11-30T08:12:59Z","Architecte technique at Societe Generale (Puteaux, France)","c;architecture;middleware;messaging","PUTEAUX","FRANCE"
"108",162190,"Trayport","2017-12-01T12:08:51Z","Software Developer - Web - London at Trayport (London, UK)","c;reactjs;powershell;signalr;typescript","LONDON","UK"
"109",146854,"Atos France","2017-11-23T13:33:32Z","Développeur Logiciel H/F at Atos France (Boulogne-Billancourt, France)","java;c;git;unittesting;maven","BOULOGNE-BILLANCOURT","FRANCE"
"110",132738,"Vente-privee.com","2017-11-09T11:12:30Z","Ingénieur Système H/F at Vente-privee.com (Saint-Denis, France)","vmware;system;windows;linux;nagios","SAINT-DENIS","FRANCE"
"111",132732,"Vente-privee.com","2017-11-09T10:09:06Z","DevOps H/F at Vente-privee.com (Saint-Denis, France)","devops;docker;ansible;java","SAINT-DENIS","FRANCE"
"112",132730,"Vente-privee.com","2017-11-09T09:58:07Z","Tech Lead H/F at Vente-privee.com (Saint-Denis, France)","c;knockoutjs;aspnetmvc;nosql","SAINT-DENIS","FRANCE"
"113",153663,"Dassault Systèmes","2017-11-05T13:58:51Z","Ingénieur Développement Cloud H/F at Dassault Systèmes (Vélizy-Villacoublay, France)","java;c;cloud","VÉLIZY-VILLACOUBLAY","FRANCE"
"114",159619,"Rheinmetall Group","2017-12-01T12:57:10Z","Softwareentwickler C++ (m/w)  3D-Echtzeit Simulation Tools at Rheinmetall Group (Bremen, Deutschland)","c;visualstudio","BREMEN","DEUTSCHLAND"
"115",158588,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:08:37Z","Data Scientist (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Germany)","python;machinelearning;sql;hadoop;apachespark","BERLIN","GERMANY"
"116",158590,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:08:10Z","Big Data Systems Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)","apachespark;hadoop;sql;rabbitmq;elasticsearch","BERLIN","DEUTSCHLAND"
"117",158591,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:07:52Z","Senior Golang Backend Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)","design;rest;scala;mongodb;git","BERLIN","DEUTSCHLAND"
"118",158593,"mytaxi (Intelligent Apps GmbH)","2017-12-01T13:07:39Z","Senior Big Data Software Engineer (Beat Product) m/f at mytaxi (Intelligent Apps GmbH) (Berlin, Deutschland)","machinelearning;reactjs;apachespark;hadoop;tensorflow","BERLIN","DEUTSCHLAND"
"119",154118,"Dassault Systèmes","2017-11-10T15:38:11Z","Ingénieur Développement Java  (H/F) at Dassault Systèmes (Vélizy-Villacoublay, France)","java;api;javaee","VÉLIZY-VILLACOUBLAY","FRANCE"
"120",162188,"PlayFusion","2017-12-01T11:42:55Z","Frontend / Backend WebApp Developer - Angular 2 / PHP / Java at PlayFusion (Milton, UK)","reactjs;angularjs;emberjs;java;python","MILTON","UK"
"121",162187,"PlayFusion","2017-12-01T11:38:51Z","Software Engineer - Computer Vision - C++ / C# at PlayFusion (Milton, UK)","c;c;unityd;opencv;computervision","MILTON","UK"
"122",153920,"Dassault Systèmes","2017-11-07T10:20:25Z","Ingénieur Define DevOps H/F at Dassault Systèmes (Vélizy-Villacoublay, France)","cloud;web;devops","VÉLIZY-VILLACOUBLAY","FRANCE"
"123",159327,"mytaxi (Intelligent Apps GmbH)","2017-11-30T17:45:22Z","Senior Java Developer (m/f) wanted for leading e-hailing app in Europe (Hamburg) at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)","java;spring;hibernate;amazonwebservices;maven","HAMBURG","GERMANY"
"124",150967,"Dassault Systèmes","2017-11-07T08:21:22Z","Ingénieurs Cloud Computing / Opérations DevOps H/F at Dassault Systèmes (Vélizy-Villacoublay, France)","cloud;architecture;devops;java;sysadmin","VÉLIZY-VILLACOUBLAY","FRANCE"
"125",162182,"MVF","2017-12-01T10:48:39Z","Engineering Manager - Are you Agile enough for this Tech (ex) Start-Up? at MVF (London, UK)","agile;php;mysql;wordpress;amazonwebservices","LONDON","UK"
"126",162184,"TransIP","2017-12-01T11:05:01Z","Frontend Developer at TransIP (Leiden, Netherlands)","html;css;javascript;php;vanillaforums","LEIDEN","NETHERLANDS"
"127",144721,"Talend","2017-11-28T15:36:06Z","Ingénieur Développement Senior Java/JS -environnement open source et cloud at Talend (Suresnes, France)","java;spring;hadoop;amazonwebservices;docker","SURESNES","FRANCE"
"128",162185,"Future","2017-12-01T11:10:40Z","Developer at Future (Bath, UK) (allows remote)","html;css;react;ecmascript;javascript","BATH","UK"
"129",162191,"Verisure Securitas-Direct","2017-12-01T12:36:11Z","Software Engeering at Verisure Securitas-Direct (Pozuelo de Alarcón, Spain)","javassist;jms;sonar;jboss;weblogic","POZUELO DE ALARCÓN","SPAIN"
"130",162099,"Caravelo","2017-11-30T13:17:46Z","Java Software Developer at Caravelo (Barcelona, Spain)","java;groovy;apidesign","BARCELONA","SPAIN"
"131",162180,"OBI Group Holding SE & Co. KGaA","2017-12-01T10:27:41Z","Backend Developer (m/w) at OBI Group Holding SE & Co. KGaA (Köln, Germany)","git;svn;jira;vagrant;docker","KOELN","GERMANY"
"132",144683,"Festicket","2017-11-29T14:22:59Z","Senior Back End Python (Django) Developer at Festicket (London, UK)","python;django;flask;sql;continuousintegration","LONDON","UK"
"133",162183,"Viscopic GmbH","2017-12-01T10:57:13Z","C++ / QT Developer for Mixed Reality Start-up at Viscopic GmbH (Garching bei München, Deutschland)","c;qt;userinterface;visualstudio;qtcreator","GARCHING BEI MÜNCHEN","DEUTSCHLAND"
"134",161976,"Evolution Gaming","2017-11-29T13:34:08Z","JavaScript Engineer with a Functional / Reactive mindset at Evolution Gaming (Amsterdam, Netherlands)","reactjs;redux;typescript;ecmascript;webgl","AMSTERDAM","NETHERLANDS"
"135",161975,"Evolution Gaming","2017-11-29T13:33:25Z","Scala Engineer for distributed high-availability system development at Evolution Gaming (Amsterdam, Netherlands)","scala;akka;apachekafka;scalacats;cassandra","AMSTERDAM","NETHERLANDS"
"136",154245,"Giant Swarm GmbH","2017-11-29T10:05:05Z","Kubernetes Solutions Engineer (m/f) at Giant Swarm GmbH (Cologne, Germany) (allows remote)","kubernetes;containers","COLOGNE","GERMANY"
"137",162179,"KCOM","2017-12-01T10:07:28Z","C# .Net Developer (£300-£400 p/d) at KCOM (Hull, UK)","c;wpf;sql;mvvm;aspnet","HULL","UK"
"138",161950,"BESTSELLER","2017-11-29T09:02:46Z","QA Engineer at BESTSELLER (Amsterdam, Netherlands)","java;javascript;selenium;automatedtests;qa","AMSTERDAM","NETHERLANDS"
"139",153458,"Ecole Polytechnique","2017-11-13T12:03:01Z","Big Data Engineer: Apache Spark (Scala) at Ecole Polytechnique (Palaiseau, France)","apachespark;scala;machinelearning","PALAISEAU","FRANCE"
"140",153167,"NetEnt","2017-11-30T14:35:10Z","Continuous Delivery Engineer at NetEnt (Stockholm, Sweden)","agile;continuousintegration;continuousdelivery;linux;java","STOCKHOLM","SWEDEN"
